Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Season,Review Rating,Subscription Status,Shipping Type,Previous Purchases,Payment Method,Frequency of Purchases
62.0,Male,Skirt,Clothing,76.0,Wyoming,Spring,4.1,Yes,Free Shipping,14,PayPal,Quarterly
39.0,Male,Backpack,Accessories,75.0,Nevada,Spring,3.1,Yes,Express,25,Debit Card,Monthly
52.0,Male,Sandals,Footwear,61.0,South Carolina,Summer,2.7,Yes,Next Day Air,18,Venmo,Annually
50.0,Male,Boots,Footwear,35.0,Virginia,Fall,3.8,Yes,Next Day Air,37,Cash,Every 3 Months
28.0,Male,Sneakers,Footwear,37.0,Pennsylvania,Fall,4.3,Yes,Free Shipping,30,Bank Transfer,Monthly
67.0,Male,Skirt,Clothing,91.0,Hawaii,Winter,4.1,Yes,Express,34,Bank Transfer,Weekly
41.0,Male,Dress,Clothing,99.0,Ohio,Fall,4.4,Yes,Free Shipping,49,Debit Card,Every 3 Months
19.0,Male,Shorts,Clothing,54.0,Utah,Summer,3.6,Yes,Express,48,Bank Transfer,Monthly
70.0,Male,Handbag,Accessories,47.0,Minnesota,Winter,3.3,Yes,2-Day Shipping,33,PayPal,Fortnightly
49.0,Male,Scarf,Accessories,77.0,New Hampshire,Spring,3.6,Yes,Express,44,Cash,Annually
59.0,Male,Belt,Accessories,84.0,Arizona,Fall,2.8,Yes,Free Shipping,50,Venmo,Weekly
52.0,Male,Gloves,Accessories,51.0,New York,Spring,4.3,Yes,2-Day Shipping,47,Credit Card,Monthly
20.0,Male,Skirt,Clothing,26.0,Pennsylvania,Summer,3.9,Yes,Store Pickup,24,PayPal,Every 3 Months
31.0,Male,Shorts,Clothing,64.0,New Mexico,Summer,2.7,Yes,Free Shipping,43,Debit Card,Monthly
33.0,Male,Backpack,Accessories,51.0,Nebraska,Spring,4.7,Yes,Express,14,Venmo,Monthly
44.0,Male,Hoodie,Clothing,60.0,Wyoming,Spring,3.8,Yes,Free Shipping,3,Debit Card,Quarterly
40.0,Male,Hat,Accessories,69.0,Mississippi,Spring,4.7,Yes,Next Day Air,33,Debit Card,Quarterly
69.0,Male,Jewelry,Accessories,29.0,Arkansas,Spring,4.7,Yes,Express,38,Cash,Fortnightly
29.0,Male,Shirt,Clothing,91.0,Illinois,Spring,3.4,Yes,Express,46,Venmo,Weekly
54.0,Male,Belt,Accessories,70.0,Nevada,Spring,3.5,Yes,2-Day Shipping,19,Bank Transfer,Every 3 Months
65.0,Male,Sweater,Clothing,58.0,Rhode Island,Summer,4.0,Yes,Standard,20,PayPal,Annually
54.0,Male,Hat,Accessories,98.0,West Virginia,Fall,3.3,Yes,Free Shipping,42,Bank Transfer,Quarterly
60.0,Male,Scarf,Accessories,68.0,Missouri,Summer,4.7,Yes,2-Day Shipping,34,Cash,Monthly
43.0,Male,Hat,Accessories,44.0,Kentucky,Summer,2.8,Yes,Next Day Air,5,Cash,Monthly
44.0,Male,Jacket,Outerwear,45.0,Washington,Winter,3.3,Yes,Express,3,PayPal,Quarterly
69.0,Male,T-shirt,Clothing,99.0,Alaska,Spring,2.9,Yes,Free Shipping,46,PayPal,Every 3 Months
46.0,Male,Dress,Clothing,68.0,Mississippi,Spring,2.8,Yes,Standard,16,Venmo,Annually
41.0,Male,Pants,Clothing,56.0,South Carolina,Spring,4.2,Yes,Standard,21,Debit Card,Bi-Weekly
32.0,Male,Sweater,Clothing,43.0,Missouri,Winter,4.4,Yes,Express,34,Credit Card,Bi-Weekly
26.0,Male,Sunglasses,Accessories,99.0,New Jersey,Winter,3.6,Yes,Free Shipping,9,PayPal,Every 3 Months
61.0,Male,Belt,Accessories,56.0,Louisiana,Fall,2.7,Yes,Express,36,PayPal,Weekly
49.0,Male,Hoodie,Clothing,25.0,South Carolina,Spring,3.4,Yes,Express,22,Credit Card,Monthly
53.0,Male,Pants,Clothing,74.0,Vermont,Winter,2.8,Yes,2-Day Shipping,2,Bank Transfer,Quarterly
24.0,Male,Hoodie,Clothing,56.0,Arkansas,Winter,3.4,Yes,Next Day Air,32,Bank Transfer,Monthly
37.0,Male,Sneakers,Footwear,47.0,Utah,Fall,2.6,Yes,Next Day Air,29,Cash,Every 3 Months
43.0,Male,Dress,Clothing,67.0,Washington,Summer,4.1,Yes,Standard,27,Venmo,Every 3 Months
31.0,Male,Dress,Clothing,22.0,Rhode Island,Winter,2.9,Yes,Store Pickup,33,Credit Card,Fortnightly
49.0,Male,Jeans,Clothing,34.0,Illinois,Spring,2.7,Yes,Standard,16,Venmo,Monthly
69.0,Male,Sweater,Clothing,64.0,Missouri,Spring,3.7,Yes,Standard,11,Bank Transfer,Quarterly
65.0,Male,Shorts,Clothing,42.0,North Carolina,Spring,4.3,Yes,2-Day Shipping,11,Cash,Fortnightly
44.0,Male,Shirt,Clothing,82.0,Massachusetts,Winter,2.6,Yes,2-Day Shipping,17,Debit Card,Bi-Weekly
37.0,Male,Belt,Accessories,81.0,Arkansas,Summer,4.3,Yes,Free Shipping,37,Cash,Weekly
70.0,Male,Coat,Outerwear,24.0,South Dakota,Summer,4.1,Yes,Express,18,PayPal,Weekly
63.0,Male,Sneakers,Footwear,60.0,Georgia,Fall,4.2,Yes,Standard,13,Credit Card,Monthly
55.0,Male,Shirt,Clothing,24.0,Arkansas,Spring,4.2,Yes,2-Day Shipping,7,PayPal,Weekly
52.0,Male,Socks,Clothing,78.0,Kansas,Winter,3.1,Yes,Standard,37,Cash,Quarterly
22.0,Male,Jeans,Clothing,88.0,Arizona,Winter,4.9,Yes,Express,8,Cash,Monthly
54.0,Male,Jeans,Clothing,63.0,Massachusetts,Spring,4.4,Yes,Express,11,Cash,Bi-Weekly
28.0,Male,Sneakers,Footwear,78.0,New Mexico,Summer,4.4,Yes,Standard,8,Venmo,Bi-Weekly
67.0,Male,Dress,Clothing,37.0,Arkansas,Winter,3.4,Yes,Store Pickup,31,Cash,Every 3 Months
59.0,Male,Boots,Footwear,94.0,Nebraska,Fall,4.5,Yes,2-Day Shipping,26,Debit Card,Fortnightly
26.0,Male,T-shirt,Clothing,78.0,Hawaii,Fall,4.5,Yes,Store Pickup,20,Credit Card,Bi-Weekly
24.0,Male,Coat,Outerwear,36.0,Nebraska,Winter,4.1,Yes,Standard,24,Bank Transfer,Fortnightly
62.0,Male,Skirt,Clothing,24.0,Indiana,Winter,3.2,Yes,Standard,45,Debit Card,Bi-Weekly
70.0,Male,Sneakers,Footwear,84.0,Colorado,Spring,2.7,Yes,Store Pickup,33,Debit Card,Monthly
45.0,Male,Jeans,Clothing,47.0,Oregon,Spring,3.7,Yes,Express,21,Bank Transfer,Monthly
58.0,Male,Hoodie,Clothing,51.0,Ohio,Fall,2.6,Yes,Store Pickup,2,Bank Transfer,Fortnightly
31.0,Male,Shoes,Footwear,84.0,Maine,Summer,2.7,Yes,Free Shipping,28,Cash,Weekly
32.0,Male,Shorts,Clothing,24.0,Iowa,Summer,2.7,Yes,Express,18,Venmo,Quarterly
36.0,Male,Blouse,Clothing,97.0,Wisconsin,Fall,4.8,Yes,Free Shipping,21,Debit Card,Fortnightly
25.0,Male,T-shirt,Clothing,89.0,New York,Winter,4.8,Yes,Next Day Air,24,Credit Card,Monthly
48.0,Male,Belt,Accessories,44.0,Colorado,Spring,2.6,Yes,Store Pickup,15,PayPal,Every 3 Months
39.0,Male,Handbag,Accessories,35.0,Illinois,Winter,4.5,Yes,2-Day Shipping,38,PayPal,Every 3 Months
26.0,Male,Dress,Clothing,91.0,Arizona,Winter,3.2,Yes,Express,38,PayPal,Bi-Weekly
32.0,Male,Hat,Accessories,63.0,Oklahoma,Winter,3.8,Yes,Next Day Air,13,Venmo,Fortnightly
54.0,Male,Belt,Accessories,97.0,Indiana,Spring,4.8,Yes,Express,39,Cash,Bi-Weekly
38.0,Male,Boots,Footwear,38.0,Minnesota,Summer,4.1,Yes,Store Pickup,8,Venmo,Every 3 Months
46.0,Male,Coat,Outerwear,24.0,Pennsylvania,Spring,2.8,Yes,Next Day Air,4,PayPal,Quarterly
57.0,Male,Blouse,Clothing,32.0,Indiana,Winter,3.9,Yes,Store Pickup,6,Cash,Every 3 Months
49.0,Male,Hat,Accessories,90.0,Alabama,Summer,4.9,Yes,Express,11,Venmo,Every 3 Months
33.0,Male,Jeans,Clothing,36.0,Montana,Summer,3.4,Yes,Standard,49,Venmo,Monthly
54.0,Male,Backpack,Accessories,37.0,New Mexico,Winter,4.1,Yes,Free Shipping,30,PayPal,Quarterly
47.0,Male,Dress,Clothing,51.0,Alaska,Summer,2.9,Yes,Express,34,Bank Transfer,Monthly
36.0,Male,Hat,Accessories,71.0,Idaho,Fall,3.1,Yes,2-Day Shipping,28,PayPal,Monthly
68.0,Male,Sunglasses,Accessories,50.0,Utah,Spring,3.6,Yes,2-Day Shipping,36,Venmo,Quarterly
60.0,Male,Hat,Accessories,74.0,Louisiana,Fall,3.5,Yes,Standard,18,Credit Card,Every 3 Months
55.0,Male,Dress,Clothing,75.0,Mississippi,Summer,3.4,Yes,Free Shipping,4,PayPal,Monthly
29.0,Male,Shirt,Clothing,99.0,Mississippi,Spring,2.9,Yes,2-Day Shipping,42,Debit Card,Quarterly
38.0,Male,Scarf,Accessories,23.0,Indiana,Spring,4.7,Yes,Store Pickup,11,Cash,Quarterly
70.0,Male,Sneakers,Footwear,53.0,Washington,Winter,4.4,Yes,Free Shipping,31,Credit Card,Bi-Weekly
36.0,Male,Skirt,Clothing,99.0,Nevada,Spring,2.6,Yes,Standard,12,Cash,Fortnightly
18.0,Male,Jewelry,Accessories,48.0,Louisiana,Spring,4.4,Yes,Standard,20,Venmo,Quarterly
62.0,Male,Boots,Footwear,72.0,Pennsylvania,Fall,3.7,Yes,Next Day Air,37,Debit Card,Quarterly
29.0,Male,Sunglasses,Accessories,64.0,Michigan,Spring,4.4,Yes,Standard,26,Debit Card,Fortnightly
21.0,Male,Boots,Footwear,63.0,South Carolina,Spring,2.5,Yes,2-Day Shipping,14,Credit Card,Weekly
42.0,Male,Sandals,Footwear,51.0,Arizona,Spring,2.6,Yes,Next Day Air,12,Venmo,Bi-Weekly
43.0,Male,Boots,Footwear,55.0,Delaware,Spring,5.0,Yes,Store Pickup,10,Credit Card,Annually
58.0,Male,Dress,Clothing,55.0,Kentucky,Spring,4.9,Yes,Express,19,Cash,Annually
27.0,Male,Hoodie,Clothing,26.0,Georgia,Summer,3.7,Yes,Store Pickup,4,Cash,Weekly
57.0,Male,Shorts,Clothing,67.0,North Carolina,Summer,3.1,Yes,Next Day Air,48,Bank Transfer,Quarterly
40.0,Male,Coat,Outerwear,31.0,California,Fall,3.2,Yes,Express,37,PayPal,Monthly
45.0,Male,Jeans,Clothing,66.0,California,Winter,4.4,Yes,Free Shipping,4,Cash,Monthly
47.0,Male,Sunglasses,Accessories,67.0,Indiana,Summer,4.3,Yes,Next Day Air,15,Credit Card,Weekly
61.0,Male,Sneakers,Footwear,61.0,Colorado,Winter,3.0,Yes,Standard,33,Credit Card,Weekly
60.0,Male,Jacket,Outerwear,75.0,Colorado,Fall,3.5,Yes,2-Day Shipping,30,Bank Transfer,Quarterly
69.0,Male,Skirt,Clothing,90.0,North Carolina,Spring,3.6,Yes,2-Day Shipping,23,Bank Transfer,Monthly
58.0,Male,Sweater,Clothing,40.0,Washington,Summer,3.8,Yes,2-Day Shipping,2,Bank Transfer,Weekly
34.0,Male,T-shirt,Clothing,90.0,Florida,Fall,3.6,Yes,Express,50,Credit Card,Every 3 Months
20.0,Male,Belt,Accessories,20.0,Washington,Spring,4.6,Yes,Express,34,Cash,Bi-Weekly
56.0,Male,Gloves,Accessories,40.0,Colorado,Summer,2.5,Yes,Standard,33,Credit Card,Weekly
64.0,Male,Hat,Accessories,33.0,New Hampshire,Fall,3.5,Yes,Store Pickup,34,Debit Card,Monthly
56.0,Male,Boots,Footwear,98.0,Maryland,Spring,4.0,Yes,Free Shipping,39,PayPal,Every 3 Months
27.0,Male,Belt,Accessories,42.0,Maryland,Spring,3.5,Yes,Next Day Air,47,Credit Card,Quarterly
35.0,Male,Coat,Outerwear,62.0,Texas,Summer,3.2,Yes,Standard,37,PayPal,Monthly
24.0,Male,Hat,Accessories,45.0,New Mexico,Winter,3.5,Yes,Free Shipping,40,Venmo,Bi-Weekly
26.0,Male,Shoes,Footwear,78.0,Utah,Summer,3.4,Yes,Free Shipping,8,Credit Card,Bi-Weekly
32.0,Male,Handbag,Accessories,80.0,West Virginia,Fall,5.0,Yes,Express,12,Bank Transfer,Annually
54.0,Male,Scarf,Accessories,96.0,Connecticut,Spring,4.5,Yes,Store Pickup,36,Bank Transfer,Monthly
62.0,Male,Handbag,Accessories,47.0,West Virginia,Summer,2.8,Yes,Express,48,PayPal,Weekly
50.0,Male,Pants,Clothing,84.0,Ohio,Winter,4.9,Yes,2-Day Shipping,47,PayPal,Fortnightly
70.0,Male,Shoes,Footwear,31.0,Texas,Spring,3.1,Yes,Store Pickup,2,Bank Transfer,Monthly
48.0,Male,Sunglasses,Accessories,63.0,Washington,Spring,4.8,Yes,Store Pickup,24,Cash,Weekly
20.0,Male,Shorts,Clothing,97.0,Wisconsin,Spring,2.7,Yes,Standard,40,Bank Transfer,Bi-Weekly
46.0,Male,Jacket,Outerwear,99.0,Louisiana,Winter,4.6,Yes,Express,50,Debit Card,Weekly
51.0,Male,Sandals,Footwear,90.0,Iowa,Winter,4.4,Yes,Store Pickup,25,Cash,Weekly
53.0,Male,Shoes,Footwear,68.0,New York,Fall,3.2,Yes,Express,20,Debit Card,Monthly
44.0,Male,Jewelry,Accessories,80.0,Idaho,Spring,3.0,Yes,2-Day Shipping,10,Venmo,Weekly
29.0,Male,Sandals,Footwear,91.0,Delaware,Summer,4.9,Yes,Standard,32,Bank Transfer,Quarterly
64.0,Male,Pants,Clothing,30.0,Kentucky,Spring,3.6,Yes,Express,31,Cash,Fortnightly
51.0,Male,Shoes,Footwear,90.0,Connecticut,Spring,3.8,Yes,Next Day Air,48,Bank Transfer,Bi-Weekly
50.0,Male,Socks,Clothing,28.0,New Mexico,Spring,2.9,Yes,Standard,23,Debit Card,Monthly
43.0,Male,Socks,Clothing,46.0,Georgia,Winter,3.9,Yes,Express,1,Bank Transfer,Bi-Weekly
61.0,Male,Dress,Clothing,60.0,Washington,Fall,3.6,Yes,Standard,4,Debit Card,Fortnightly
55.0,Male,Shoes,Footwear,59.0,North Dakota,Spring,3.5,Yes,Store Pickup,3,Bank Transfer,Bi-Weekly
56.0,Male,Hat,Accessories,68.0,Ohio,Fall,4.0,Yes,Store Pickup,3,Cash,Bi-Weekly
33.0,Male,Backpack,Accessories,79.0,Tennessee,Summer,4.8,Yes,2-Day Shipping,44,Cash,Annually
43.0,Male,Backpack,Accessories,94.0,New York,Winter,3.9,Yes,Store Pickup,5,Debit Card,Bi-Weekly
21.0,Male,Pants,Clothing,83.0,Michigan,Summer,4.5,Yes,Next Day Air,50,Venmo,Quarterly
58.0,Male,Gloves,Accessories,62.0,Georgia,Spring,4.8,Yes,Standard,2,Credit Card,Annually
41.0,Male,Scarf,Accessories,85.0,New Mexico,Spring,2.6,Yes,Store Pickup,29,PayPal,Annually
39.0,Male,Hoodie,Clothing,30.0,Louisiana,Summer,3.1,Yes,Express,11,Venmo,Annually
54.0,Male,Jeans,Clothing,24.0,South Dakota,Spring,4.7,Yes,2-Day Shipping,37,Credit Card,Fortnightly
43.0,Male,Backpack,Accessories,25.0,Montana,Spring,2.9,Yes,Next Day Air,32,Debit Card,Fortnightly
28.0,Male,Sandals,Footwear,37.0,New Mexico,Summer,3.8,Yes,Express,27,Credit Card,Annually
59.0,Male,Belt,Accessories,69.0,South Carolina,Summer,3.8,Yes,2-Day Shipping,31,Venmo,Bi-Weekly
28.0,Male,Shoes,Footwear,97.0,Ohio,Summer,3.0,Yes,Standard,36,Debit Card,Fortnightly
68.0,Male,Gloves,Accessories,24.0,North Carolina,Summer,4.1,Yes,Standard,34,Cash,Weekly
20.0,Male,Belt,Accessories,30.0,Idaho,Summer,3.4,Yes,Express,15,Bank Transfer,Every 3 Months
21.0,Male,Jacket,Outerwear,53.0,Oklahoma,Fall,2.5,Yes,Express,14,Credit Card,Annually
50.0,Male,Dress,Clothing,70.0,Georgia,Spring,4.9,Yes,Next Day Air,46,Cash,Weekly
32.0,Male,Shirt,Clothing,76.0,Kentucky,Winter,2.8,Yes,Standard,33,Venmo,Bi-Weekly
24.0,Male,Scarf,Accessories,95.0,Delaware,Fall,4.5,Yes,Express,41,Debit Card,Annually
55.0,Male,Coat,Outerwear,51.0,Massachusetts,Winter,4.9,Yes,2-Day Shipping,39,PayPal,Weekly
61.0,Male,Handbag,Accessories,41.0,Nebraska,Winter,4.9,Yes,Store Pickup,7,Cash,Annually
61.0,Male,Sunglasses,Accessories,71.0,Maine,Winter,3.5,Yes,Free Shipping,29,Bank Transfer,Every 3 Months
28.0,Male,T-shirt,Clothing,66.0,Pennsylvania,Summer,3.5,Yes,Free Shipping,18,Venmo,Quarterly
60.0,Male,Shirt,Clothing,84.0,Nebraska,Winter,4.9,Yes,Free Shipping,15,Credit Card,Annually
49.0,Male,Handbag,Accessories,95.0,Virginia,Winter,3.0,Yes,Express,39,PayPal,Bi-Weekly
33.0,Male,Jewelry,Accessories,90.0,Ohio,Summer,2.8,Yes,Next Day Air,11,Cash,Monthly
45.0,Male,Hoodie,Clothing,36.0,Nebraska,Summer,3.7,Yes,Standard,4,Cash,Fortnightly
29.0,Male,Gloves,Accessories,22.0,Ohio,Spring,3.6,Yes,2-Day Shipping,33,Venmo,Bi-Weekly
58.0,Male,Coat,Outerwear,89.0,Kentucky,Winter,3.3,Yes,Next Day Air,37,Debit Card,Quarterly
22.0,Male,Sandals,Footwear,50.0,Tennessee,Spring,3.4,Yes,Free Shipping,32,Cash,Quarterly
55.0,Male,Boots,Footwear,36.0,Maine,Fall,4.0,Yes,Free Shipping,44,Credit Card,Quarterly
19.0,Male,Pants,Clothing,52.0,Montana,Spring,4.6,Yes,Free Shipping,41,Bank Transfer,Quarterly
68.0,Male,Socks,Clothing,29.0,Maryland,Fall,4.2,Yes,Next Day Air,44,Bank Transfer,Weekly
61.0,Male,Blouse,Clothing,89.0,Georgia,Fall,2.8,Yes,Express,32,Venmo,Annually
68.0,Male,Handbag,Accessories,47.0,Hawaii,Fall,3.7,Yes,2-Day Shipping,13,Bank Transfer,Monthly
52.0,Male,Jewelry,Accessories,25.0,Rhode Island,Spring,3.4,Yes,Standard,48,Debit Card,Quarterly
41.0,Male,Pants,Clothing,74.0,Nebraska,Fall,3.0,Yes,Express,3,Bank Transfer,Weekly
29.0,Male,Belt,Accessories,46.0,Michigan,Fall,4.8,Yes,Standard,39,Venmo,Monthly
68.0,Male,Jeans,Clothing,22.0,North Carolina,Fall,4.0,Yes,Next Day Air,7,Cash,Fortnightly
36.0,Male,Shirt,Clothing,25.0,Minnesota,Summer,4.9,Yes,Next Day Air,11,Cash,Fortnightly
55.0,Male,Belt,Accessories,80.0,Maryland,Spring,4.9,Yes,Next Day Air,47,Credit Card,Weekly
28.0,Male,Jeans,Clothing,76.0,Hawaii,Spring,3.3,Yes,2-Day Shipping,28,Debit Card,Fortnightly
39.0,Male,Jeans,Clothing,30.0,Oregon,Summer,4.4,Yes,Next Day Air,17,Bank Transfer,Every 3 Months
54.0,Male,Sweater,Clothing,79.0,New Mexico,Fall,3.5,Yes,2-Day Shipping,11,PayPal,Bi-Weekly
40.0,Male,Sneakers,Footwear,22.0,Illinois,Winter,4.2,Yes,Standard,12,Venmo,Annually
31.0,Male,Socks,Clothing,36.0,Utah,Fall,4.2,Yes,Standard,7,Credit Card,Fortnightly
30.0,Male,Socks,Clothing,77.0,Maine,Fall,2.7,Yes,Standard,19,Venmo,Fortnightly
45.0,Male,Sunglasses,Accessories,33.0,Virginia,Fall,2.8,Yes,Store Pickup,24,Cash,Quarterly
48.0,Male,Sneakers,Footwear,64.0,Florida,Winter,3.8,Yes,Next Day Air,19,Venmo,Monthly
45.0,Male,Socks,Clothing,53.0,Ohio,Fall,2.6,Yes,Free Shipping,39,PayPal,Annually
60.0,Male,Shoes,Footwear,36.0,Virginia,Fall,3.0,Yes,2-Day Shipping,1,Credit Card,Fortnightly
59.0,Male,Blouse,Clothing,70.0,Kansas,Spring,3.3,No,2-Day Shipping,10,Debit Card,Bi-Weekly
18.0,Male,Shorts,Clothing,96.0,Arkansas,Winter,4.9,No,Express,48,PayPal,Quarterly
70.0,Male,Jacket,Outerwear,27.0,Massachusetts,Spring,3.3,No,Next Day Air,24,Debit Card,Annually
20.0,Male,Sweater,Clothing,64.0,Idaho,Winter,2.9,No,2-Day Shipping,42,Venmo,Fortnightly
65.0,Male,Jacket,Outerwear,23.0,Wisconsin,Spring,4.4,No,2-Day Shipping,20,Credit Card,Weekly
29.0,Male,Scarf,Accessories,33.0,New Mexico,Summer,3.1,No,Next Day Air,49,Bank Transfer,Every 3 Months
22.0,Male,Jacket,Outerwear,34.0,North Carolina,Winter,2.5,No,Standard,25,Debit Card,Monthly
27.0,Male,Sweater,Clothing,35.0,Iowa,Summer,2.6,No,Next Day Air,21,Debit Card,Every 3 Months
36.0,Male,Coat,Outerwear,62.0,Idaho,Summer,4.4,No,Free Shipping,12,Venmo,Every 3 Months
59.0,Male,Boots,Footwear,75.0,Ohio,Fall,2.6,No,Next Day Air,21,Debit Card,Every 3 Months
62.0,Male,Hoodie,Clothing,29.0,Alabama,Summer,3.3,No,Free Shipping,35,Cash,Monthly
34.0,Male,Hat,Accessories,28.0,Wyoming,Spring,3.5,No,Express,42,Credit Card,Every 3 Months
59.0,Male,T-shirt,Clothing,20.0,Alabama,Spring,4.1,No,Store Pickup,3,PayPal,Every 3 Months
49.0,Male,Coat,Outerwear,96.0,Mississippi,Winter,4.0,No,Store Pickup,11,PayPal,Bi-Weekly
18.0,Male,Dress,Clothing,43.0,Pennsylvania,Summer,2.7,No,2-Day Shipping,22,PayPal,Quarterly
55.0,Male,Shirt,Clothing,94.0,Wyoming,Fall,2.5,No,Standard,47,Credit Card,Weekly
38.0,Male,Skirt,Clothing,81.0,Maryland,Fall,4.3,No,Next Day Air,33,Venmo,Every 3 Months
50.0,Male,Jewelry,Accessories,75.0,North Carolina,Summer,3.3,No,Free Shipping,50,Debit Card,Weekly
61.0,Male,Hat,Accessories,81.0,Pennsylvania,Summer,2.6,No,Express,46,Credit Card,Monthly
48.0,Male,Shorts,Clothing,92.0,Idaho,Fall,3.5,No,Express,34,Debit Card,Fortnightly
22.0,Male,Scarf,Accessories,96.0,California,Spring,4.0,No,Store Pickup,33,Credit Card,Monthly
48.0,Male,Jewelry,Accessories,71.0,Tennessee,Fall,2.6,No,Standard,45,Bank Transfer,Fortnightly
57.0,Male,Sunglasses,Accessories,50.0,Missouri,Summer,4.9,No,Next Day Air,32,Debit Card,Bi-Weekly
33.0,Male,Coat,Outerwear,72.0,North Dakota,Spring,2.9,No,Standard,47,Venmo,Bi-Weekly
58.0,Male,Jacket,Outerwear,28.0,West Virginia,Winter,3.7,No,Standard,5,PayPal,Quarterly
37.0,Male,Sweater,Clothing,59.0,Arizona,Fall,4.4,No,Express,49,Credit Card,Fortnightly
18.0,Male,Coat,Outerwear,33.0,Oklahoma,Summer,4.4,No,Free Shipping,48,Bank Transfer,Monthly
65.0,Male,Scarf,Accessories,59.0,Pennsylvania,Fall,3.8,No,Express,22,Cash,Every 3 Months
62.0,Male,Belt,Accessories,30.0,Idaho,Spring,4.5,No,Standard,45,Credit Card,Annually
54.0,Male,Hat,Accessories,85.0,South Carolina,Winter,2.6,No,Next Day Air,30,Venmo,Quarterly
35.0,Male,Backpack,Accessories,97.0,Washington,Summer,3.3,No,Store Pickup,43,Cash,Weekly
34.0,Male,T-shirt,Clothing,36.0,Arkansas,Fall,4.1,No,Next Day Air,48,Cash,Quarterly
25.0,Male,Jewelry,Accessories,85.0,Utah,Winter,3.0,No,Store Pickup,23,Venmo,Fortnightly
53.0,Male,Sunglasses,Accessories,62.0,Alaska,Winter,3.0,No,Free Shipping,27,PayPal,Bi-Weekly
45.0,Male,Jeans,Clothing,71.0,West Virginia,Winter,3.4,No,Next Day Air,7,Bank Transfer,Monthly
49.0,Male,Pants,Clothing,21.0,Louisiana,Winter,2.7,No,Free Shipping,2,PayPal,Weekly
40.0,Male,Backpack,Accessories,61.0,Arizona,Spring,3.8,No,Next Day Air,33,PayPal,Bi-Weekly
38.0,Male,Scarf,Accessories,58.0,Connecticut,Spring,4.2,No,Store Pickup,27,Cash,Fortnightly
44.0,Male,Sweater,Clothing,80.0,North Carolina,Spring,4.7,No,Store Pickup,6,Credit Card,Fortnightly
68.0,Male,Jewelry,Accessories,50.0,South Dakota,Spring,4.1,No,2-Day Shipping,20,Venmo,Quarterly
60.0,Male,Sneakers,Footwear,48.0,Delaware,Winter,4.2,No,2-Day Shipping,46,Venmo,Every 3 Months
25.0,Male,Jewelry,Accessories,40.0,Connecticut,Winter,4.8,No,Next Day Air,25,Cash,Quarterly
19.0,Male,Coat,Outerwear,34.0,Tennessee,Summer,3.0,No,Free Shipping,30,Bank Transfer,Quarterly
57.0,Male,Coat,Outerwear,46.0,New Hampshire,Fall,2.6,No,Standard,48,Credit Card,Annually
58.0,Male,Sunglasses,Accessories,27.0,Vermont,Summer,3.2,No,Store Pickup,47,Bank Transfer,Weekly
49.0,Male,Handbag,Accessories,98.0,Idaho,Spring,3.6,No,Next Day Air,27,Credit Card,Weekly
19.0,Male,Sweater,Clothing,73.0,North Carolina,Fall,2.6,No,Next Day Air,45,Bank Transfer,Fortnightly
50.0,Male,Pants,Clothing,28.0,Nevada,Spring,4.4,No,Express,2,Credit Card,Weekly
30.0,Male,Gloves,Accessories,76.0,Delaware,Fall,3.0,No,Free Shipping,39,Cash,Fortnightly
52.0,Male,Sweater,Clothing,83.0,Texas,Fall,2.9,No,Express,24,Cash,Fortnightly
35.0,Male,Hoodie,Clothing,23.0,Tennessee,Spring,4.3,No,Free Shipping,8,Debit Card,Bi-Weekly
35.0,Male,Hat,Accessories,28.0,Delaware,Fall,3.1,No,Express,8,Bank Transfer,Quarterly
33.0,Male,T-shirt,Clothing,83.0,Massachusetts,Spring,3.0,No,Next Day Air,6,Venmo,Every 3 Months
52.0,Male,Skirt,Clothing,96.0,Minnesota,Winter,3.6,No,Store Pickup,12,Venmo,Fortnightly
69.0,Male,Sneakers,Footwear,62.0,Texas,Fall,2.8,No,Store Pickup,26,Bank Transfer,Weekly
27.0,Male,Shorts,Clothing,25.0,Nebraska,Fall,2.8,No,Standard,50,Cash,Fortnightly
66.0,Male,Hoodie,Clothing,97.0,Oklahoma,Winter,4.9,No,Next Day Air,2,Venmo,Weekly
28.0,Male,Hoodie,Clothing,61.0,Texas,Fall,3.0,No,Standard,31,Cash,Bi-Weekly
22.0,Male,Shoes,Footwear,66.0,New York,Summer,4.1,No,Next Day Air,4,Credit Card,Bi-Weekly
69.0,Male,Hoodie,Clothing,67.0,Washington,Spring,4.6,No,Free Shipping,32,PayPal,Quarterly
28.0,Male,Sunglasses,Accessories,80.0,Maryland,Summer,4.8,No,Next Day Air,11,PayPal,Bi-Weekly
55.0,Male,Skirt,Clothing,25.0,New Hampshire,Fall,2.6,No,Next Day Air,47,Bank Transfer,Every 3 Months
30.0,Male,Hat,Accessories,58.0,New York,Fall,4.0,No,2-Day Shipping,37,Cash,Weekly
67.0,Male,Backpack,Accessories,96.0,Hawaii,Winter,4.2,No,Express,39,PayPal,Fortnightly
25.0,Male,Sunglasses,Accessories,77.0,California,Spring,4.5,No,Store Pickup,24,Credit Card,Monthly
49.0,Male,Belt,Accessories,65.0,Indiana,Summer,4.9,No,Standard,11,PayPal,Every 3 Months
